isaaclab_timestep,grav_x,grav_y,grav_z
348,0.6584121,0.70961583,-0.25087538
349,0.66957623,0.69935423,-0.2501429
350,0.65982425,0.69352108,-0.28924122
351,0.6473974,0.67508537,-0.35374603
352,0.6543653,0.63795054,-0.40598643
353,0.68465757,0.57733577,-0.4448902
354,0.72958934,0.50314319,-0.46319154
355,0.7950539,0.40004557,-0.45590818
356,0.85897785,0.2721979,-0.43366468
357,0.90397149,0.15797427,-0.39734083
358,0.91627938,0.12576707,-0.38028249
359,0.92269361,0.0938793,-0.37392926
360,0.92078477,0.07203802,-0.38336161
361,0.91258311,0.06466593,-0.40374511
362,0.89897543,0.05635367,-0.43435821
363,0.88937253,0.04627246,-0.45483556
364,0.88283533,0.01719651,-0.46936771
365,0.87606752,0.00663029,-0.48214278
366,0.8834641,0.01810247,-0.46814901
367,0.88851589,0.03907697,-0.45717847
368,0.89303136,0.06324694,-0.44552705
369,0.89428216,0.09468588,-0.43737149
370,0.88872331,0.12909965,-0.43989095
371,0.88115978,0.16889083,-0.44162518
372,0.87627214,0.21037398,-0.43346268
373,0.86927247,0.24310531,-0.43042451
374,0.86255252,0.27115124,-0.4271768
375,0.853719,0.29283118,-0.43059656
376,0.84406471,0.32627922,-0.42555365
377,0.83251905,0.3591013,-0.42185137
378,0.81567663,0.39130786,-0.42608643
379,0.79832584,0.41859943,-0.432955
380,0.78033799,0.44161001,-0.44277903
381,0.76016623,0.47935122,-0.43859923
382,0.74397629,0.51669973,-0.42369893
383,0.72746181,0.54710162,-0.41409993
384,0.70697188,0.5847404,-0.39783102
385,0.68354493,0.62641054,-0.374668
386,0.65469825,0.66704106,-0.35556471
387,0.62045431,0.70744354,-0.33846647
388,0.57875448,0.75181466,-0.31593993
389,0.52805257,0.79564887,-0.29682121
390,0.48546317,0.83251226,-0.26692471
391,0.45883882,0.85622215,-0.23738283
392,0.43339533,0.87521762,-0.21485345
393,0.41835529,0.8864882,-0.19778112
394,0.42679527,0.88724411,-0.17505211
395,0.44411862,0.88309002,-0.15136148
396,0.48571551,0.86355126,-0.13549756
397,0.53216666,0.83293802,-0.15169957
398,0.58162892,0.78964186,-0.19537988
399,0.6400196,0.72607636,-0.25137243
400,0.70043468,0.64848053,-0.29810026
401,0.76353925,0.54753661,-0.34236115
402,0.82257634,0.40824056,-0.39586315
403,0.8679921,0.27445704,-0.41383943
404,0.88842654,0.17603859,-0.42391989
405,0.89525026,0.06314123,-0.44106716
406,0.88165402,-0.03737827,-0.47041321
407,0.85274327,-0.12640673,-0.50680333
408,0.80991477,-0.13132827,-0.57165605
409,0.75024319,-0.2551741,-0.60993528
410,0.70601702,-0.34568524,-0.6180948
411,0.675933,-0.4026866,-0.6172176
412,0.64755958,-0.43042374,-0.62880951
413,0.60973954,-0.47934991,-0.63122177
414,0.57054043,-0.53055626,-0.62689209
415,0.53684855,-0.56076545,-0.63034546
416,0.50024426,-0.55854368,-0.66165262
417,0.48975244,-0.53738588,-0.68655545
418,0.50554788,-0.50927186,-0.69646502
419,0.54266864,-0.48615253,-0.68495679
420,0.58211845,-0.47839674,-0.65747595
421,0.61415279,-0.49369669,-0.61569446
422,0.64859694,-0.50165224,-0.57242167
423,0.68417305,-0.50380713,-0.52733791
424,0.71893632,-0.50243896,-0.48029733
425,0.75276595,-0.49782008,-0.43071812
426,0.79161829,-0.47550744,-0.38370973
427,0.83200461,-0.42688259,-0.35431504
428,0.86502582,-0.36115924,-0.3482725
429,0.8888461,-0.2798821,-0.36279285
430,0.90578508,-0.18497869,-0.38122976
431,0.91294402,-0.07517636,-0.4011007
432,0.90813684,0.05522323,-0.41501489
433,0.88675475,0.19726801,-0.41803271
